"","iso3","country","cow_code","NAMES_STD","exist_unemp","unemp_firstlaw","year"
"12729","MOZ","Mozambique",541,"Mozambique","no umemployment insurance anchored in legislation",NA,1957
"12730","MRT","Mauritania",435,"Mauritania","no umemployment insurance anchored in legislation",NA,1957
"12731","MUS","Mauritius",590,"Mauritius","unemployment benefit programme",1983,1957
"12732","MWI","Malawi",553,"Malawi","severance payment but no unemployment benefit programme",NA,1957
"12733","MYS","Malaysia",820,"Malaysia","severance payment but no unemployment benefit programme",NA,1957
"12734","NAM","Namibia",565,"Namibia","severance payment but no unemployment benefit programme",NA,1957
"12735","NER","Niger",436,"Niger","no umemployment insurance anchored in legislation",NA,1957
"12736","NGA","Nigeria",475,"Nigeria","unemployment benefit programme",1961,1957
"12737","NIC","Nicaragua",93,"Nicaragua","no umemployment insurance anchored in legislation",NA,1957
"12738","NLD","Netherlands",210,"Netherlands","unemployment benefit programme",1916,1957
"12739","NOR","Norway",385,"Norway","unemployment benefit programme",1906,1957
"12740","NPL","Nepal",790,"Nepal","severance payment but no unemployment benefit programme",NA,1957
"12741","NZL","New Zealand",920,"New Zealand","unemployment benefit programme",1938,1957
"12742","OMN","Oman",698,"Oman","no umemployment insurance anchored in legislation",NA,1957
"12743","PAK","Pakistan",770,"Pakistan","severance payment but no unemployment benefit programme",NA,1957
"12744","PAN","Panama",95,"Panama","severance payment but no unemployment benefit programme",NA,1957
"12745","PER","Peru",135,"Peru","severance payment but no unemployment benefit programme",NA,1957
"12746","PHL","Philippines",840,"Philippines","severance payment but no unemployment benefit programme",NA,1957
"12747","PNG","Papua New Guinea",910,"Papua New Guinea","no umemployment insurance anchored in legislation",NA,1957
"12748","POL","Poland",290,"Poland","unemployment benefit programme",1924,1957
"12749","PRK",NA,NA,NA,NA,NA,1957
"12750","PRT","Portugal",235,"Portugal","unemployment benefit programme",1975,1957
"12751","PRY","Paraguay",150,"Paraguay","no umemployment insurance anchored in legislation",NA,1957
"12752","QAT","Qatar",694,"Qatar",NA,NA,1957
"12753","ROU","Romania",360,"Romania","unemployment benefit programme",1991,1957
"12754","RUS","Russia",365,"Russia","unemployment benefit programme",1917,1957
"12755","RWA","Rwanda",517,"Rwanda","severance payment but no unemployment benefit programme",NA,1957
"12756","SAU","Saudi Arabia",670,"Saudi Arabia","unemployment benefit programme",2014,1957
"12757","SDN","Sudan",625,"Sudan","severance payment but no unemployment benefit programme",NA,1957
"12758","SEN","Senegal",433,"Senegal","no umemployment insurance anchored in legislation",NA,1957
"12759","SGP","Singapore",830,"Singapore","no umemployment insurance anchored in legislation",NA,1957
"12760","SLB","Solomon Islands",940,"Solomon Islands","no umemployment insurance anchored in legislation",NA,1957
"12761","SLE","Sierra Leone",451,"Sierra Leone","no umemployment insurance anchored in legislation",NA,1957
"12762","SLV","El Salvador",92,"El Salvador","severance payment but no unemployment benefit programme",NA,1957
"12763","SOM","Somalia",520,"Somalia","no umemployment insurance anchored in legislation",NA,1957
"12764","SRB","Serbia",345,"Yugoslavia","unemployment benefit programme",1935,1957
"12765","SSD",NA,NA,NA,NA,NA,1957
"12766","SUR","Suriname",115,"Suriname","no umemployment insurance anchored in legislation",NA,1957
"12767","SVK","Slovakia",317,"Slovak Republic","unemployment benefit programme",1921,1957
"12768","SVN","Slovenia",349,"Slovenia","unemployment benefit programme",1935,1957
"12769","SWE","Sweden",380,"Sweden","unemployment benefit programme",1934,1957
"12770","SWZ","Swaziland",572,"Swaziland","no umemployment insurance anchored in legislation",NA,1957
"12771","SYR","Syria",652,"Syria","severance payment but no unemployment benefit programme",NA,1957
"12772","TCD","Chad",483,"Chad","severance payment but no unemployment benefit programme",NA,1957
"12773","TGO","Togo",461,"Togo","no umemployment insurance anchored in legislation",NA,1957
"12774","THA","Thailand",800,"Thailand","unemployment benefit programme",1990,1957
"12775","TJK","Tajikistan",702,"Tajikistan","unemployment benefit programme",2003,1957
"12776","TKM","Turkmenistan",701,"Turkmenistan","unemployment benefit programme",1991,1957
"12777","TLS",NA,NA,NA,NA,NA,1957
"12778","TTO","Trinidad and Tobago",52,"Trinidad and Tobago","severance payment but no unemployment benefit programme",NA,1957
"12779","TUN","Tunisia",616,"Tunisia","unemployment benefit programme",1982,1957
"12780","TUR","Turkey",640,"Turkey","unemployment benefit programme",1999,1957
"12781","TZA","Tanzania",510,"Tanzania","severance payment but no unemployment benefit programme",NA,1957
"12782","UGA","Uganda",500,"Uganda","severance payment but no unemployment benefit programme",NA,1957
"12783","UKR","Ukraine",369,"Ukraine","unemployment benefit programme",2000,1957
"12784","URY","Uruguay",165,"Uruguay","unemployment benefit programme",1981,1957
"12785","USA","United States of America",2,"United States","unemployment benefit programme",1935,1957
"12786","UZB","Uzbekistan",704,"Uzbekistan","unemployment benefit programme",1992,1957
"12787","VEN","Venezuela",101,"Venezuela","unemployment benefit programme",1985,1957
"12788","VNM","Vietnam",816,"Vietnam","unemployment benefit programme",2006,1957
"12789","YEM","Yemen",679,"Yemen","severance payment but no unemployment benefit programme",NA,1957
"12790","ZAF","South Africa",560,"South Africa","unemployment benefit programme",1937,1957
"12791","ZMB","Zambia",551,"Zambia","severance payment but no unemployment benefit programme",NA,1957
"12792","ZWE","Zimbabwe",552,"Zimbabwe","no umemployment insurance anchored in legislation",NA,1957
"12793","AFG","Afghanistan",700,"Afghanistan","no umemployment insurance anchored in legislation",NA,1958
"12794","AGO","Angola",540,"Angola","severance payment but no unemployment benefit programme",NA,1958
"12795","ALB","Albania",339,"Albania","no umemployment insurance anchored in legislation",NA,1958
"12796","ARE",NA,NA,NA,NA,NA,1958
"12797","ARG","Argentina",160,"Argentina","unemployment benefit programme",1991,1958
"12798","ARM","Armenia",371,"Armenia","severance payment but no unemployment benefit programme",NA,1958
"12799","AUS","Australia",900,"Australia","unemployment benefit programme",1944,1958
"12800","AUT","Austria",305,"Austria","unemployment benefit programme",1920,1958
"12801","AZE","Azerbaijan",373,"Azerbaijan","unemployment benefit programme",2001,1958
"12802","BDI","Burundi",516,"Burundi","no umemployment insurance anchored in legislation",NA,1958
"12803","BEL","Belgium",211,"Belgium","unemployment benefit programme",1920,1958
"12804","BEN","Benin",434,"Benin","no umemployment insurance anchored in legislation",NA,1958
"12805","BFA","Burkina Faso",439,"Burkina Faso","no umemployment insurance anchored in legislation",NA,1958
"12806","BGD","Bangladesh",771,"Bangladesh","severance payment but no unemployment benefit programme",NA,1958
"12807","BGR","Bulgaria",355,"Bulgaria","unemployment benefit programme",1925,1958
"12808","BHR","Bahrain",692,"Bahrain","unemployment benefit programme",2006,1958
"12809","BIH",NA,NA,NA,NA,NA,1958
"12810","BLR","Belarus",370,"Belarus","unemployment benefit programme",2006,1958
"12811","BOL","Bolivia",145,"Bolivia","severance payment but no unemployment benefit programme",NA,1958
"12812","BRA","Brazil",140,"Brazil","unemployment benefit programme",1986,1958
"12813","BTN","Bhutan",760,"Bhutan","no umemployment insurance anchored in legislation",NA,1958
"12814","BWA","Botswana",571,"Botswana","severance payment but no unemployment benefit programme",NA,1958
"12815","CAF","Central African Republic",482,"Central African Republic","no umemployment insurance anchored in legislation",NA,1958
"12816","CAN","Canada",20,"Canada","unemployment benefit programme",1940,1958
"12817","CHE","Switzerland",225,"Switzerland","unemployment benefit programme",1924,1958
"12818","CHL","Chile",155,"Chile","unemployment benefit programme",2001,1958
"12819","CHN","China",710,"China","unemployment benefit programme",1986,1958
"12820","CIV","Ivory Coast",437,"Cote d'Ivoire","severance payment but no unemployment benefit programme",NA,1958
"12821","CMR","Cameroon",471,"Cameroon","severance payment but no unemployment benefit programme",NA,1958
"12822","COD","Democratic Republic of the Congo",490,"Democratic Republic of the Congo","no umemployment insurance anchored in legislation",NA,1958
"12823","COG","Congo",484,"Congo","no umemployment insurance anchored in legislation",NA,1958
"12824","COL","Colombia",100,"Colombia","unemployment benefit programme",2002,1958
"12825","COM",NA,NA,NA,NA,NA,1958
"12826","CPV","Cape Verde",402,"Cape Verde","unemployment benefit programme",2016,1958
"12827","CRI","Costa Rica",94,"Costa Rica","severance payment but no unemployment benefit programme",NA,1958
"12828","CUB","Cuba",40,"Cuba","no umemployment insurance anchored in legislation",NA,1958
"12829","CYP","Cyprus",352,"Cyprus","unemployment benefit programme",1956,1958
"12830","CZE","Czech Republic",316,"Czech Republic","unemployment benefit programme",1918,1958
"12831","DEU","Germany",255,"Germany","unemployment benefit programme",1927,1958
"12832","DJI","Djibouti",522,"Djibouti","no umemployment insurance anchored in legislation",NA,1958
"12833","DNK","Denmark",390,"Denmark","unemployment benefit programme",1907,1958
"12834","DOM","Dominican Republic",42,"Dominican Republic","no umemployment insurance anchored in legislation",NA,1958
"12835","DZA","Algeria",615,"Algeria","unemployment benefit programme",1994,1958
"12836","ECU","Ecuador",130,"Ecuador","unemployment benefit programme",2001,1958
"12837","EGY","Egypt",651,"Egypt","unemployment benefit programme",1964,1958
"12838","ESP","Spain",230,"Spain","unemployment benefit programme",1919,1958
"12839","EST","Estonia",366,"Estonia","unemployment benefit programme",1991,1958
"12840","ETH","Ethiopia",530,"Ethiopia","severance payment but no unemployment benefit programme",NA,1958
"12841","FIN","Finland",375,"Finland","unemployment benefit programme",1917,1958
"12842","FJI","Fiji",950,"Fiji","no umemployment insurance anchored in legislation",NA,1958
"12843","FRA","France",220,"France","unemployment benefit programme",1905,1958
"12844","GAB","Gabon",481,"Gabon","severance payment but no unemployment benefit programme",NA,1958
"12845","GBR","United Kingdom",200,"United Kingdom","unemployment benefit programme",1911,1958
"12846","GEO","Georgia",372,"Georgia","severance payment but no unemployment benefit programme",NA,1958
"12847","GHA","Ghana",452,"Ghana","no umemployment insurance anchored in legislation",NA,1958
"12848","GIN","Guinea",438,"Guinea","no umemployment insurance anchored in legislation",NA,1958
"12849","GMB","Gambia",420,"Gambia","severance payment but no unemployment benefit programme",NA,1958
"12850","GNB",NA,NA,NA,NA,NA,1958
"12851","GNQ","Equatorial Guinea",411,"Equatorial Guinea","severance payment but no unemployment benefit programme",NA,1958
"12852","GRC","Greece",350,"Greece","unemployment benefit programme",1945,1958
"12853","GTM","Guatemala",90,"Guatemala","severance payment but no unemployment benefit programme",NA,1958
"12854","GUY","Guyana",110,"Guyana","severance payment but no unemployment benefit programme",NA,1958
"12855","HND","Honduras",91,"Honduras","unemployment benefit programme",2015,1958
"12856","HRV","Croatia",344,"Croatia","unemployment benefit programme",1935,1958
"12857","HTI","Haiti",41,"Haiti","no umemployment insurance anchored in legislation",NA,1958
"12858","HUN","Hungary",310,"Hungary","unemployment benefit programme",1957,1958
"12859","IDN","Indonesia",850,"Indonesia","severance payment but no unemployment benefit programme",NA,1958
"12860","IND","India",750,"India","unemployment benefit programme",2005,1958
"12861","IRL","Ireland",205,"Ireland","unemployment benefit programme",1922,1958
"12862","IRN","Iran",630,"Iran","unemployment benefit programme",1987,1958
"12863","IRQ","Iraq",645,"Iraq","severance payment but no unemployment benefit programme",NA,1958
"12864","ISR","Israel",666,"Israel","unemployment benefit programme",1972,1958
"12865","ITA","Italy",325,"Italy","unemployment benefit programme",1919,1958
"12866","JAM","Jamaica",51,"Jamaica","no umemployment insurance anchored in legislation",NA,1958
"12867","JOR","Jordan",663,"Jordan","unemployment benefit programme",2010,1958
"12868","JPN","Japan",740,"Japan","unemployment benefit programme",1947,1958
"12869","KAZ","Kazakhstan",705,"Kazakhstan","unemployment benefit programme",2003,1958
"12870","KEN","Kenya",501,"Kenya","no umemployment insurance anchored in legislation",NA,1958
"12871","KGZ","Kyrgyzstan",703,"Kyrgyz Republic","unemployment benefit programme",1998,1958
"12872","KHM","Cambodia",811,"Cambodia","severance payment but no unemployment benefit programme",NA,1958
"12873","KOR","South Korea",732,"South Korea","unemployment benefit programme",1993,1958
"12874","KWT","Kuwait",690,"Kuwait","unemployment benefit programme",2013,1958
"12875","LAO","Laos",812,"Laos","unemployment benefit programme",2013,1958
"12876","LBN","Lebanon",660,"Lebanon","no umemployment insurance anchored in legislation",NA,1958
"12877","LBR","Liberia",450,"Liberia","no umemployment insurance anchored in legislation",NA,1958
"12878","LBY","Libya",620,"Libya","severance payment but no unemployment benefit programme",NA,1958
"12879","LKA","Sri Lanka",780,"Sri Lanka","severance payment but no unemployment benefit programme",NA,1958
"12880","LSO","Lesotho",570,"Lesotho","severance payment but no unemployment benefit programme",NA,1958
"12881","LTU","Lithuania",368,"Lithuania","unemployment benefit programme",1990,1958
"12882","LUX","Luxembourg",212,"Luxembourg","unemployment benefit programme",1920,1958
"12883","LVA","Latvia",367,"Latvia","unemployment benefit programme",1991,1958
"12884","MAR","Morocco",600,"Morocco","unemployment benefit programme",2014,1958
